bit index,bit value,module,name,type,path,description,sinks
1195,1,sb_0__0_,mem_top_track_24,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_24,sb routing mux,cby_0__1_.chany_bottom_in[12]
1196,1,sb_0__0_,mem_top_track_22,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_22,sb routing mux,cby_0__1_.chany_bottom_in[11]
1197,0,sb_0__0_,mem_top_track_22,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_22,sb routing mux,cby_0__1_.chany_bottom_in[11]
1198,1,sb_0__0_,mem_top_track_20,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_20,sb routing mux,cby_0__1_.chany_bottom_in[10]
1199,0,sb_0__0_,mem_top_track_20,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_20,sb routing mux,cby_0__1_.chany_bottom_in[10]
1200,0,sb_0__0_,mem_top_track_16,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_16,sb routing mux,cby_0__1_.chany_bottom_in[8]
1201,0,sb_0__0_,mem_top_track_16,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_16,sb routing mux,cby_0__1_.chany_bottom_in[8]
1202,0,sb_0__0_,mem_top_track_14,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_14,sb routing mux,cby_0__1_.chany_bottom_in[7]
1203,0,sb_0__0_,mem_top_track_14,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_14,sb routing mux,cby_0__1_.chany_bottom_in[7]
1204,0,sb_0__0_,mem_top_track_12,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_12,sb routing mux,cby_0__1_.chany_bottom_in[6]
1205,0,sb_0__0_,mem_top_track_12,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_12,sb routing mux,cby_0__1_.chany_bottom_in[6]
1206,0,sb_0__0_,mem_top_track_10,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_10,sb routing mux,cby_0__1_.chany_bottom_in[5]
1207,0,sb_0__0_,mem_top_track_10,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_10,sb routing mux,cby_0__1_.chany_bottom_in[5]
1208,0,sb_0__0_,mem_top_track_8,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_8,sb routing mux,cby_0__1_.chany_bottom_in[4]
1209,0,sb_0__0_,mem_top_track_8,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_8,sb routing mux,cby_0__1_.chany_bottom_in[4]
1210,1,sb_0__0_,mem_top_track_6,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_6,sb routing mux,cby_0__1_.chany_bottom_in[3]
1211,0,sb_0__0_,mem_top_track_6,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_6,sb routing mux,cby_0__1_.chany_bottom_in[3]
1212,0,sb_0__0_,mem_top_track_4,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_4,sb routing mux,cby_0__1_.chany_bottom_in[2]
1213,0,sb_0__0_,mem_top_track_4,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_4,sb routing mux,cby_0__1_.chany_bottom_in[2]
1214,0,sb_0__0_,mem_top_track_2,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_2,sb routing mux,cby_0__1_.chany_bottom_in[1]
1215,0,sb_0__0_,mem_top_track_2,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_2,sb routing mux,cby_0__1_.chany_bottom_in[1]
1216,0,sb_0__0_,mem_top_track_0,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_0,sb routing mux,cby_0__1_.chany_bottom_in[0]
1217,0,sb_0__0_,mem_top_track_0,mux_tree_tapbuf_size2,sb_0__0_/mem_top_track_0,sb routing mux,cby_0__1_.chany_bottom_in[0]
1218,1,grid_io_left_0__2_,logical_tile_io_mode_io__7,logical_tile_io_mode_io__7,grid_io_left_0__2_/logical_tile_io_mode_io__7/logical_tile_io_mode_physical__iopad_0/GPIO_DFF_mem,gpio config,not specified
1219,0,grid_io_left_0__2_,logical_tile_io_mode_io__6,logical_tile_io_mode_io__6,grid_io_left_0__2_/logical_tile_io_mode_io__6/logical_tile_io_mode_physical__iopad_0/GPIO_DFF_mem,gpio config,not specified
1220,1,grid_io_left_0__2_,logical_tile_io_mode_io__5,logical_tile_io_mode_io__5,grid_io_left_0__2_/logical_tile_io_mode_io__5/logical_tile_io_mode_physical__iopad_0/GPIO_DFF_mem,gpio config,not specified
1221,1,grid_io_left_0__2_,logical_tile_io_mode_io__4,logical_tile_io_mode_io__4,grid_io_left_0__2_/logical_tile_io_mode_io__4/logical_tile_io_mode_physical__iopad_0/GPIO_DFF_mem,gpio config,not specified
1222,1,grid_io_left_0__2_,logical_tile_io_mode_io__3,logical_tile_io_mode_io__3,grid_io_left_0__2_/logical_tile_io_mode_io__3/logical_tile_io_mode_physical__iopad_0/GPIO_DFF_mem,gpio config,not specified
1223,0,grid_io_left_0__2_,logical_tile_io_mode_io__2,logical_tile_io_mode_io__2,grid_io_left_0__2_/logical_tile_io_mode_io__2/logical_tile_io_mode_physical__iopad_0/GPIO_DFF_mem,gpio config,not specified
1224,1,grid_io_left_0__2_,logical_tile_io_mode_io__1,logical_tile_io_mode_io__1,grid_io_left_0__2_/logical_tile_io_mode_io__1/logical_tile_io_mode_physical__iopad_0/GPIO_DFF_mem,gpio config,not specified
1225,1,grid_io_left_0__2_,logical_tile_io_mode_io__0,logical_tile_io_mode_io__0,grid_io_left_0__2_/logical_tile_io_mode_io__0/logical_tile_io_mode_physical__iopad_0/GPIO_DFF_mem,gpio config,not specified
1226,0,cby_0__2_,mem_right_ipin_7,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_7,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_7__pin_outpad_0_
1227,0,cby_0__2_,mem_right_ipin_7,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_7,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_7__pin_outpad_0_
1228,0,cby_0__2_,mem_right_ipin_7,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_7,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_7__pin_outpad_0_
1229,0,cby_0__2_,mem_right_ipin_7,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_7,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_7__pin_outpad_0_
1230,0,cby_0__2_,mem_right_ipin_6,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_6,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_6__pin_outpad_0_
1231,0,cby_0__2_,mem_right_ipin_6,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_6,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_6__pin_outpad_0_
1232,1,cby_0__2_,mem_right_ipin_6,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_6,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_6__pin_outpad_0_
1233,0,cby_0__2_,mem_right_ipin_6,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_6,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_6__pin_outpad_0_
1234,0,cby_0__2_,mem_right_ipin_5,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_5,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_5__pin_outpad_0_
1235,0,cby_0__2_,mem_right_ipin_5,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_5,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_5__pin_outpad_0_
1236,0,cby_0__2_,mem_right_ipin_5,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_5,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_5__pin_outpad_0_
1237,0,cby_0__2_,mem_right_ipin_5,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_5,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_5__pin_outpad_0_
1238,0,cby_0__2_,mem_right_ipin_4,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_4,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_4__pin_outpad_0_
1239,0,cby_0__2_,mem_right_ipin_4,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_4,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_4__pin_outpad_0_
1240,0,cby_0__2_,mem_right_ipin_4,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_4,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_4__pin_outpad_0_
1241,0,cby_0__2_,mem_right_ipin_4,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_4,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_4__pin_outpad_0_
1242,0,cby_0__2_,mem_right_ipin_3,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_3,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_3__pin_outpad_0_
1243,0,cby_0__2_,mem_right_ipin_3,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_3,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_3__pin_outpad_0_
1244,0,cby_0__2_,mem_right_ipin_3,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_3,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_3__pin_outpad_0_
1245,0,cby_0__2_,mem_right_ipin_3,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_3,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_3__pin_outpad_0_
1246,0,cby_0__2_,mem_right_ipin_2,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_2,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_2__pin_outpad_0_
1247,1,cby_0__2_,mem_right_ipin_2,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_2,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_2__pin_outpad_0_
1248,1,cby_0__2_,mem_right_ipin_2,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_2,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_2__pin_outpad_0_
1249,0,cby_0__2_,mem_right_ipin_2,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_2,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_2__pin_outpad_0_
1250,0,cby_0__2_,mem_right_ipin_1,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_1,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_1__pin_outpad_0_
1251,0,cby_0__2_,mem_right_ipin_1,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_1,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_1__pin_outpad_0_
1252,0,cby_0__2_,mem_right_ipin_1,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_1,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_1__pin_outpad_0_
1253,0,cby_0__2_,mem_right_ipin_1,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_1,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_1__pin_outpad_0_
1254,0,cby_0__2_,mem_right_ipin_0,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_0,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_0__pin_outpad_0_
1255,0,cby_0__2_,mem_right_ipin_0,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_0,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_0__pin_outpad_0_
1256,0,cby_0__2_,mem_right_ipin_0,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_0,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_0__pin_outpad_0_
1257,0,cby_0__2_,mem_right_ipin_0,mux_tree_tapbuf_size8,cby_0__2_/mem_right_ipin_0,cb outpad config,grid_io_left_0__2_.right_width_0_height_0_subtile_0__pin_outpad_0_
1258,1,cby_0__2_,mem_left_ipin_1,mux_tree_tapbuf_size8,cby_0__2_/mem_left_ipin_1,cb clb input config,grid_clb_1__2_.left_width_0_height_0_subtile_0__pin_I_7_
1259,0,cby_0__2_,mem_left_ipin_1,mux_tree_tapbuf_size8,cby_0__2_/mem_left_ipin_1,cb clb input config,grid_clb_1__2_.left_width_0_height_0_subtile_0__pin_I_7_
1260,0,cby_0__2_,mem_left_ipin_1,mux_tree_tapbuf_size8,cby_0__2_/mem_left_ipin_1,cb clb input config,grid_clb_1__2_.left_width_0_height_0_subtile_0__pin_I_7_
1261,0,cby_0__2_,mem_left_ipin_1,mux_tree_tapbuf_size8,cby_0__2_/mem_left_ipin_1,cb clb input config,grid_clb_1__2_.left_width_0_height_0_subtile_0__pin_I_7_
1262,1,cby_0__2_,mem_left_ipin_0,mux_tree_tapbuf_size8,cby_0__2_/mem_left_ipin_0,cb clb input config,grid_clb_1__2_.left_width_0_height_0_subtile_0__pin_I_3_
1263,0,cby_0__2_,mem_left_ipin_0,mux_tree_tapbuf_size8,cby_0__2_/mem_left_ipin_0,cb clb input config,grid_clb_1__2_.left_width_0_height_0_subtile_0__pin_I_3_
1264,0,cby_0__2_,mem_left_ipin_0,mux_tree_tapbuf_size8,cby_0__2_/mem_left_ipin_0,cb clb input config,grid_clb_1__2_.left_width_0_height_0_subtile_0__pin_I_3_
1265,0,cby_0__2_,mem_left_ipin_0,mux_tree_tapbuf_size8,cby_0__2_/mem_left_ipin_0,cb clb input config,grid_clb_1__2_.left_width_0_height_0_subtile_0__pin_I_3_
1266,0,sb_0__1_,mem_right_track_36,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_36,sb routing mux,cbx_1__1_.chanx_left_in[18]
1267,0,sb_0__1_,mem_right_track_36,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_36,sb routing mux,cbx_1__1_.chanx_left_in[18]
1268,0,sb_0__1_,mem_right_track_34,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_34,sb routing mux,cbx_1__1_.chanx_left_in[17]
1269,0,sb_0__1_,mem_right_track_34,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_34,sb routing mux,cbx_1__1_.chanx_left_in[17]
1270,1,sb_0__1_,mem_right_track_32,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_32,sb routing mux,cbx_1__1_.chanx_left_in[16]
1271,0,sb_0__1_,mem_right_track_32,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_32,sb routing mux,cbx_1__1_.chanx_left_in[16]
1272,0,sb_0__1_,mem_right_track_26,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_26,sb routing mux,cbx_1__1_.chanx_left_in[13]
1273,0,sb_0__1_,mem_right_track_26,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_26,sb routing mux,cbx_1__1_.chanx_left_in[13]
1274,0,sb_0__1_,mem_right_track_24,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_24,sb routing mux,cbx_1__1_.chanx_left_in[12]
1275,0,sb_0__1_,mem_right_track_24,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_24,sb routing mux,cbx_1__1_.chanx_left_in[12]
1276,1,sb_0__1_,mem_right_track_18,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_18,sb routing mux,cbx_1__1_.chanx_left_in[9]
1277,0,sb_0__1_,mem_right_track_18,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_18,sb routing mux,cbx_1__1_.chanx_left_in[9]
1278,0,sb_0__1_,mem_right_track_16,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_16,sb routing mux,cbx_1__1_.chanx_left_in[8]
1279,0,sb_0__1_,mem_right_track_16,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_16,sb routing mux,cbx_1__1_.chanx_left_in[8]
1280,0,sb_0__1_,mem_right_track_14,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_14,sb routing mux,cbx_1__1_.chanx_left_in[7]
1281,0,sb_0__1_,mem_right_track_14,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_14,sb routing mux,cbx_1__1_.chanx_left_in[7]
1282,0,sb_0__1_,mem_right_track_12,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_12,sb routing mux,cbx_1__1_.chanx_left_in[6]
1283,0,sb_0__1_,mem_right_track_12,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_12,sb routing mux,cbx_1__1_.chanx_left_in[6]
1284,0,sb_0__1_,mem_right_track_6,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_6,sb routing mux,cbx_1__1_.chanx_left_in[3]
1285,0,sb_0__1_,mem_right_track_6,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_6,sb routing mux,cbx_1__1_.chanx_left_in[3]
1286,0,sb_0__1_,mem_right_track_4,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_4,sb routing mux,cbx_1__1_.chanx_left_in[2]
1287,0,sb_0__1_,mem_right_track_4,mux_tree_tapbuf_size2,sb_0__1_/mem_right_track_4,sb routing mux,cbx_1__1_.chanx_left_in[2]
1288,0,sb_0__1_,mem_right_track_30,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_30,sb routing mux,cbx_1__1_.chanx_left_in[15]
1289,0,sb_0__1_,mem_right_track_30,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_30,sb routing mux,cbx_1__1_.chanx_left_in[15]
1290,0,sb_0__1_,mem_right_track_28,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_28,sb routing mux,cbx_1__1_.chanx_left_in[14]
1291,1,sb_0__1_,mem_right_track_28,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_28,sb routing mux,cbx_1__1_.chanx_left_in[14]
1292,1,sb_0__1_,mem_right_track_22,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_22,sb routing mux,cbx_1__1_.chanx_left_in[11]
1293,0,sb_0__1_,mem_right_track_22,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_22,sb routing mux,cbx_1__1_.chanx_left_in[11]
1294,0,sb_0__1_,mem_right_track_20,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_20,sb routing mux,cbx_1__1_.chanx_left_in[10]
1295,1,sb_0__1_,mem_right_track_20,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_20,sb routing mux,cbx_1__1_.chanx_left_in[10]
1296,0,sb_0__1_,mem_right_track_10,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_10,sb routing mux,cbx_1__1_.chanx_left_in[5]
1297,0,sb_0__1_,mem_right_track_10,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_10,sb routing mux,cbx_1__1_.chanx_left_in[5]
1298,0,sb_0__1_,mem_right_track_8,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_8,sb routing mux,cbx_1__1_.chanx_left_in[4]
1299,0,sb_0__1_,mem_right_track_8,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_8,sb routing mux,cbx_1__1_.chanx_left_in[4]
1300,0,sb_0__1_,mem_right_track_2,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_2,sb routing mux,cbx_1__1_.chanx_left_in[1]
1301,0,sb_0__1_,mem_right_track_2,mux_tree_tapbuf_size3,sb_0__1_/mem_right_track_2,sb routing mux,cbx_1__1_.chanx_left_in[1]
1302,1,sb_0__1_,mem_bottom_track_33,mux_tree_tapbuf_size8,sb_0__1_/mem_bottom_track_33,sb routing mux,cby_0__1_.chany_top_in[16]
1303,0,sb_0__1_,mem_bottom_track_33,mux_tree_tapbuf_size8,sb_0__1_/mem_bottom_track_33,sb routing mux,cby_0__1_.chany_top_in[16]
1304,1,sb_0__1_,mem_bottom_track_33,mux_tree_tapbuf_size8,sb_0__1_/mem_bottom_track_33,sb routing mux,cby_0__1_.chany_top_in[16]
1305,0,sb_0__1_,mem_bottom_track_33,mux_tree_tapbuf_size8,sb_0__1_/mem_bottom_track_33,sb routing mux,cby_0__1_.chany_top_in[16]
1306,0,sb_0__1_,mem_top_track_32,mux_tree_tapbuf_size8,sb_0__1_/mem_top_track_32,sb routing mux,cby_0__2_.chany_bottom_in[16]
1307,0,sb_0__1_,mem_top_track_32,mux_tree_tapbuf_size8,sb_0__1_/mem_top_track_32,sb routing mux,cby_0__2_.chany_bottom_in[16]
1308,0,sb_0__1_,mem_top_track_32,mux_tree_tapbuf_size8,sb_0__1_/mem_top_track_32,sb routing mux,cby_0__2_.chany_bottom_in[16]
1309,0,sb_0__1_,mem_top_track_32,mux_tree_tapbuf_size8,sb_0__1_/mem_top_track_32,sb routing mux,cby_0__2_.chany_bottom_in[16]
1310,0,sb_0__1_,mem_bottom_track_25,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_25,sb routing mux,cby_0__1_.chany_top_in[12]
1311,0,sb_0__1_,mem_bottom_track_25,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_25,sb routing mux,cby_0__1_.chany_top_in[12]
1312,0,sb_0__1_,mem_bottom_track_25,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_25,sb routing mux,cby_0__1_.chany_top_in[12]
1313,0,sb_0__1_,mem_bottom_track_25,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_25,sb routing mux,cby_0__1_.chany_top_in[12]
1314,0,sb_0__1_,mem_bottom_track_17,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_17,sb routing mux,cby_0__1_.chany_top_in[8]
1315,0,sb_0__1_,mem_bottom_track_17,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_17,sb routing mux,cby_0__1_.chany_top_in[8]
1316,0,sb_0__1_,mem_bottom_track_17,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_17,sb routing mux,cby_0__1_.chany_top_in[8]
1317,0,sb_0__1_,mem_bottom_track_17,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_17,sb routing mux,cby_0__1_.chany_top_in[8]
1318,1,sb_0__1_,mem_bottom_track_9,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_9,sb routing mux,cby_0__1_.chany_top_in[4]
1319,0,sb_0__1_,mem_bottom_track_9,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_9,sb routing mux,cby_0__1_.chany_top_in[4]
1320,0,sb_0__1_,mem_bottom_track_9,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_9,sb routing mux,cby_0__1_.chany_top_in[4]
1321,0,sb_0__1_,mem_bottom_track_9,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_9,sb routing mux,cby_0__1_.chany_top_in[4]
1322,0,sb_0__1_,mem_bottom_track_1,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_1,sb routing mux,cby_0__1_.chany_top_in[0]
1323,1,sb_0__1_,mem_bottom_track_1,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_1,sb routing mux,cby_0__1_.chany_top_in[0]
1324,0,sb_0__1_,mem_bottom_track_1,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_1,sb routing mux,cby_0__1_.chany_top_in[0]
1325,0,sb_0__1_,mem_bottom_track_1,mux_tree_tapbuf_size9,sb_0__1_/mem_bottom_track_1,sb routing mux,cby_0__1_.chany_top_in[0]
1326,1,sb_0__1_,mem_top_track_24,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_24,sb routing mux,cby_0__2_.chany_bottom_in[12]
1327,1,sb_0__1_,mem_top_track_24,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_24,sb routing mux,cby_0__2_.chany_bottom_in[12]
1328,0,sb_0__1_,mem_top_track_24,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_24,sb routing mux,cby_0__2_.chany_bottom_in[12]
1329,0,sb_0__1_,mem_top_track_24,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_24,sb routing mux,cby_0__2_.chany_bottom_in[12]
1330,0,sb_0__1_,mem_top_track_16,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_16,sb routing mux,cby_0__2_.chany_bottom_in[8]
1331,0,sb_0__1_,mem_top_track_16,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_16,sb routing mux,cby_0__2_.chany_bottom_in[8]
1332,0,sb_0__1_,mem_top_track_16,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_16,sb routing mux,cby_0__2_.chany_bottom_in[8]
1333,0,sb_0__1_,mem_top_track_16,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_16,sb routing mux,cby_0__2_.chany_bottom_in[8]
1334,0,sb_0__1_,mem_top_track_8,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_8,sb routing mux,cby_0__2_.chany_bottom_in[4]
1335,0,sb_0__1_,mem_top_track_8,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_8,sb routing mux,cby_0__2_.chany_bottom_in[4]
1336,0,sb_0__1_,mem_top_track_8,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_8,sb routing mux,cby_0__2_.chany_bottom_in[4]
1337,0,sb_0__1_,mem_top_track_8,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_8,sb routing mux,cby_0__2_.chany_bottom_in[4]
1338,1,sb_0__1_,mem_top_track_0,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_0,sb routing mux,cby_0__2_.chany_bottom_in[0]
1339,0,sb_0__1_,mem_top_track_0,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_0,sb routing mux,cby_0__2_.chany_bottom_in[0]
1340,0,sb_0__1_,mem_top_track_0,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_0,sb routing mux,cby_0__2_.chany_bottom_in[0]
1341,0,sb_0__1_,mem_top_track_0,mux_tree_tapbuf_size9,sb_0__1_/mem_top_track_0,sb routing mux,cby_0__2_.chany_bottom_in[0]
1342,1,sb_0__2_,mem_bottom_track_37,mux_tree_tapbuf_size2,sb_0__2_/mem_bottom_track_37,sb routing mux,cby_0__2_.chany_top_in[18]
1343,1,sb_0__2_,mem_bottom_track_37,mux_tree_tapbuf_size2,sb_0__2_/mem_bottom_track_37,sb routing mux,cby_0__2_.chany_top_in[18]
1344,0,sb_0__2_,mem_bottom_track_35,mux_tree_tapbuf_size2,sb_0__2_/mem_bottom_track_35,sb routing mux,cby_0__2_.chany_top_in[17]
1345,0,sb_0__2_,mem_bottom_track_35,mux_tree_tapbuf_size2,sb_0__2_/mem_bottom_track_35,sb routing mux,cby_0__2_.chany_top_in[17]
1346,0,sb_0__2_,mem_bottom_track_33,mux_tree_tapbuf_size2,sb_0__2_/mem_bottom_track_33,sb routing mux,cby_0__2_.chany_top_in[16]
1347,0,sb_0__2_,mem_bottom_track_33,mux_tree_tapbuf_size2,sb_0__2_/mem_bottom_track_33,sb routing mux,cby_0__2_.chany_top_in[16]
1348,0,sb_0__2_,mem_bottom_track_31,mux_tree_tapbuf_size2,sb_0__2_/mem_bottom_track_31,sb routing mux,cby_0__2_.chany_top_in[15]
1349,0,sb_0__2_,mem_bottom_track_31,mux_tree_tapbuf_size2,sb_0__2_/mem_bottom_track_31,sb routing mux,cby_0__2_.chany_top_in[15]
1350,1,sb_0__2_,mem_bottom_track_29,mux_tree_tapbuf_size2,sb_0__2_/mem_bottom_track_29,sb routing mux,cby_0__2_.chany_top_in[14]
1351,1,sb_0__2_,mem_bottom_track_29,mux_tree_tapbuf_size2,sb_0__2_/mem_bottom_track_29,sb routing mux,cby_0__2_.chany_top_in[14]
